id	Peptide IDs	Oxidation (M) Site IDs	Oxidation (M) Site Positions	Protein IDs	Peptide Counts (all)	Peptide Counts (razor)	Peptide Counts (unique)	Only identified by site	Protein Names	Gene Names	Protein Descriptions	Uniprot	Uniprot Name	ENSEMBL	VEGA	REFSEQ	IntAct	Corum	Pfam	Pfam Names	Pfam Descriptions	PDB	MIM	GOCC	GOCC Names	GOMF	GOMF Names	GOBP	GOBP Names	DIP	Reactome	KEGG	KEGG Pathways	KEGG Pathway Names	KEGG Ortholog	Chromosome	Strand	Position	InterPro	InterPro Name	PRINTS	PRINTS Name	Prosite	Prosite Name	SMART	SMART Name	Sequence Motifs	Proteins	Peptides (seq)	Peptides (seq/mod)	Peptides (seq/mod/labels)	Razor Peptides (seq)	Razor Peptides (seq/mod)	Razor Peptides (seq/mod/labels)	Unique Peptides (seq)	Unique Peptides (seq/mod)	Unique Peptides (seq/mod/labels)	Peptides (seq) CDCH	Peptides (seq) CDCL	Razor Peptides (seq) CDCH	Razor Peptides (seq) CDCL	Unique Peptides (seq) CDCH	Unique Peptides (seq) CDCL	Sequence Coverage [%]	Unique + Razor Sequence Coverage [%]	Unique Sequence Coverage [%]	Mol. Weight [kDa]	Sequence Length	Experiment CDCH	Experiment CDCL	PEP	Ratio H/L	Ratio H/L Normalized	Ratio H/L Significance(A)	Ratio H/L Significance(B)	Ratio H/L Variability [%]	Ratio H/L Count	Ratio H/L Sequence Correlation	Ratio H/L CDCH	Ratio H/L Normalized CDCH	Ratio H/L Significance(A) CDCH	Ratio H/L Significance(B) CDCH	Ratio H/L Variability [%] CDCH	Ratio H/L Count CDCH	Ratio H/L Sequence Correlation CDCH	Ratio H/L CDCL	Ratio H/L Normalized CDCL	Ratio H/L Significance(A) CDCL	Ratio H/L Significance(B) CDCL	Ratio H/L Variability [%] CDCL	Ratio H/L Count CDCL	Ratio H/L Sequence Correlation CDCL	Intensity	Intensity L	Intensity H	Intensity CDCH	Intensity L CDCH	Intensity H CDCH	Intensity CDCL	Intensity L CDCL	Intensity H CDCL	Reverse	Contaminant
256	191			IPI00057808;IPI00872941	1;1	2;2	2;2	FALSE	Putative uncharacterized protein RPL36P5;Putative uncharacterized protein ENSP00000383585	RPL36P5	similar to 60S ribosomal protein L36;60S ribosomal protein L36 (Fragment)	A8MTC8;A8MYV5	A8MTC8_HUMAN;A8MYV5_HUMAN	ENSG00000215905;ENSG00000215696		XP_060417			PF01158	Ribosomal_L36e	Ribosomal protein L36e			GO:0005840;GO:0030529;GO:0032991;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0044424;GO:0044444;GO:0044464	ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	GO:0003735;GO:0005198	structural constituent of ribosome;structural molecule activity	GO:0006412;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034645;GO:0034960;GO:0034961;GO:0043170;GO:0043283;GO:0043284;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;cellular biopolymer metabolic process;cellular biopolymer biosynthetic process;macromolecule metabolic process;biopolymer metabolic process;biopolymer biosynthetic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process							1	-	24206958	IPR000509	Ribosomal_L36e								2	1	1	2	1	1	2	1	1	2	1	0	1	0	1	0	5.5	5.5	5.5	12.721	110	1		0.11748	1.4911	0.99273	0.41206	0.41206		1	1	1.4911	0.99273	0.45353	0.45353		1	1						0	1	91272000	36839000	54433000	91272000	36839000	54433000	0	0	0		
257	305;343;469;888;1062;1305;2084;2468			IPI00059292;IPI00745029;IPI00789807;IPI00797788;IPI00872105;IPI00869105	8;7;5;4;3;1	16;14;10;8;6;2	2;2;2;0;0;0	FALSE	Protein mago nashi homolog 2;Putative uncharacterized protein MAGOHB	MAGOHB;MAGOH2	Protein mago nashi homolog 2;Uncharacterized protein ENSP00000371305;11 kDa protein;12 kDa protein	Q96A72;A6NEC0	MGN2_HUMAN;A6NEC0_HUMAN	ENSG00000111196	OTTHUMP00000166656;OTTHUMP00000166657;OTTHUMP00000166659	NP_060518	Q96A72;Q9Y2J4;Q9NP66;Q9Y5S9		PF02792	Mago_nashi	Mago nashi protein			GO:0005634;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044464	nucleus;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cell part	GO:0003676;GO:0003723;GO:0005488	nucleic acid binding;RNA binding;binding	GO:0006139;GO:0006396;GO:0006397;GO:0006810;GO:0008152;GO:0008380;GO:0009987;GO:0015931;GO:0016070;GO:0016071;GO:0034960;GO:0043170;GO:0043283;GO:0044237;GO:0044238;GO:0044260;GO:0050657;GO:0050658;GO:0051028;GO:0051234;GO:0051236	"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;RNA processing;mRNA processing;transport;metabolic process;RNA splicing;cellular process;nucleobase, nucleoside, nucleotide and nucleic acid transport;RNA metabolic process;mRNA metabolic process;cellular biopolymer metabolic process;macromolecule metabolic process;biopolymer metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;nucleic acid transport;RNA transport;mRNA transport;establishment of localization;establishment of RNA localization"			hsa:55110				12	-	10648061	IPR004023	Mago_nashi								6	8	8	14	8	8	14	1	1	2	3	6	3	6	0	1	59.5	59.5	10.1	17.276	148	6	8	1.21E-61	1.5532	1.39	0.27877	0.27877	16.238	14	0.2894	1.6556	1.1425	0.30443	0.30443	12.884	6	1	1.5221	1.5055	0.36096	0.36096	10.048	8	0.03336	42043000	17546000	24498000	33199000	12307000	20893000	8844000	5239200	3604800		
258	37;377;1167;2103			IPI00304171;IPI00059366;IPI00744148;IPI00148096	4;4;3;2	8;8;6;4	8;8;6;4	FALSE	"Core histone macro-H2A.1;H2A.y;H2A/y;Medulloblastoma antigen MU-MB-50.205;H2A histone family, member Y isoform 2 variant"	H2AFY;MACROH2A1	"Isoform 2 of Core histone macro-H2A.1;H2A histone family, member Y isoform 2;Isoform 1 of Core histone macro-H2A.1;H2A histone family, member Y isoform 2 variant (Fragment)"	O75367-1;O75367;O75367-2;Q59FH0	H2AY_HUMAN;Q59FH0_HUMAN	ENSG00000113648	OTTHUMP00000159413;OTTHUMP00000159414;OTTHUMP00000159415	NP_613258;NP_001035248;NP_004884;NP_613075		"TDT-TDIF2-core-histone complex;Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)"	PF00125;PF01661	Histone;Macro	Core histone H2A/H2B/H3/H4;Macro domain	1U35;1ZR3;1ZR5;2F8N;2FXK		GO:0000785;GO:0000786;GO:0000790;GO:0000792;GO:0000803;GO:0000805;GO:0001739;GO:0001740;GO:0005694;GO:0005720;GO:0032991;GO:0032993;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0044422;GO:0044424;GO:0044427;GO:0044428;GO:0044446;GO:0044454;GO:0044464;GO:0000793;GO:0005634;GO:0043227;GO:0043231	chromatin;nucleosome;nuclear chromatin;heterochromatin;sex chromosome;X chromosome;sex chromatin;Barr body;chromosome;nuclear heterochromatin;macromolecular complex;protein-DNA complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;chromosomal part;nuclear part;intracellular organelle part;nuclear chromosome part;cell part;condensed chromosome;nucleus;membrane-bounded organelle;intracellular membrane-bounded organelle	GO:0003676;GO:0003677;GO:0005488;GO:0003682	nucleic acid binding;DNA binding;binding;chromatin binding	GO:0006325;GO:0006334;GO:0006996;GO:0007549;GO:0009987;GO:0010468;GO:0010926;GO:0016043;GO:0016568;GO:0019222;GO:0022607;GO:0034621;GO:0034622;GO:0034728;GO:0040029;GO:0043933;GO:0050789;GO:0051276;GO:0060255;GO:0065003;GO:0065004;GO:0065007	"establishment or maintenance of chromatin architecture;nucleosome assembly;organelle organization;dosage compensation;cellular process;regulation of gene expression;anatomical structure formation;cellular component organization;chromatin modification;regulation of metabolic process;cellular component assembly;cellular macromolecular complex subunit organization;cellular macromolecular complex assembly;nucleosome organization;regulation of gene expression, epigenetic;macromolecular complex subunit organization;regulation of biological process;chromosome organization;regulation of macromolecule metabolic process;macromolecular complex assembly;protein-DNA complex assembly;biological regulation"			hsa:9555	ko05322	Systemic lupus erythematosus	K11251	5	-	134697970	IPR002589;IPR009072;IPR007125;IPR002119	A1pp;Histone-fold;Histone_core_D;Histone_H2A	PR00620	HISTONEH2A	PS51154	MACRO	SM00506;SM00414	A1pp;H2A		4	4	4	7	4	4	7	4	4	7	3	3	3	3	3	3	19.1	19.1	19.1	39.617	372	4	3	1.67E-106	1.4072	0.97094	0.38033	0.38033	62.549	7	1	1.3589	0.90212	0.31552	0.31552	4.4549	4	1	1.5129	1.4775	0.37044	0.37044	73.221	3	1	60503000	25094000	35409000	59287000	24333000	34954000	1215800	760800	455050		
259	40;168;978;1579;1580			IPI00060893	5	10	10	FALSE	UPF0448 protein C10orf104	C10orf104	UPF0448 protein C10orf104	Q96DE5	CJ104_HUMAN	ENSG00000166295	OTTHUMP00000019780	NP_775744																hsa:119504				10	+	73645812										1	5	5	7	5	5	7	5	5	7	2	5	2	5	2	5	87.3	87.3	87.3	11.667	110	2	8	1.52E-69	139.57	147.27	5.96E-26	5.96E-26	207.41	8	0.5162	15.105	10.328	2.29E-27	2.29E-27	35.151	2	1	259.82	275.81	1.00E-13	1.00E-13	140.8	6	0.6826	48621000	40207000	8414100	8924600	566260	8358400	39696000	39641000	55764		
260	1662;2061;2767;3075;3338			IPI00061178;IPI00643486;IPI00398308	5;5;2	2;2;0	2;2;0	FALSE	"RBM1;RNA binding motif protein, X-linked-like 1"	CCBL2;DKFZp547N1117;RBMXL1;RP4-531M19.2-001;hCG_23341;RP4-531M19.2-002	"kynurenine aminotransferase III isoform 3;RNA binding motif protein, X-linked-like 1"	Q2VIN3;Q96E39;Q5T9T9	Q2VIN3_HUMAN;Q5T9T9_HUMAN	ENSG00000213516	OTTHUMP00000012390;OTTHUMP00000012391	NP_062556			PF08081;PF00076	RBM1CTR;RRM_1	"RBM1CTR (NUC064) family;RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"					GO:0000166;GO:0003676;GO:0005488	nucleotide binding;nucleic acid binding;binding									1	-	89218710	IPR012677;IPR012604;IPR000504	a_b_plait_nuc_bd;RBM1CTR;RRM_RNP1			PS50102	RRM	SM00360	RRM	Ken box	3	5	5	9	1	1	2	1	1	2	2	5	0	1	0	1	12.6	2.8	2.8	42.141	390		1	2.58E-34	0.88476	0.80509	0.15866	0.15866		1	0.6826						0	1	0.88476	0.80509	0.15866	0.15866		1	0.6826	236630	107680	128950	0	0	0	236630	107680	128950		
261	1975			IPI00063219;IPI00900361	1;1	2;2	2;2	FALSE	H/ACA ribonucleoprotein complex non-core subunit NAF1	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1;nuclear assembly factor 1 homolog isoform b	Q96HR8	NAF1_HUMAN	ENSG00000145414		NP_612395;NP_001122403			PF05492	NAF1	NAF1 domain	2EQN		GO:0005634;GO:0005732;GO:0005737;GO:0030529;GO:0032991;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044464	nucleus;small nucleolar ribonucleoprotein complex;cytoplasm;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cell part	GO:0003676;GO:0003723;GO:0005488;GO:0005515	nucleic acid binding;RNA binding;binding;protein binding	GO:0006139;GO:0006364;GO:0006396;GO:0008152;GO:0009987;GO:0016070;GO:0016072;GO:0034470;GO:0034660;GO:0034960;GO:0043170;GO:0043283;GO:0044237;GO:0044238;GO:0044260	"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;rRNA processing;RNA processing;metabolic process;cellular process;RNA metabolic process;rRNA metabolic process;ncRNA processing;ncRNA metabolic process;cellular biopolymer metabolic process;macromolecule metabolic process;biopolymer metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process"			hsa:92345				4	-	164269275	IPR008696	NAF1								2	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	3	3	3	53.702	494		1	6.50E-06						0	1						0	1						0	1	0	0	0	0	0	0	0	0	0		
262	493;2514			IPI00788907;IPI00063242	2;2	4;4	4;4	FALSE	Phosphoglycerate mutase family member 5;Bcl-XL-binding protein v68	PGAM5	Isoform 1 of Phosphoglycerate mutase family member 5;Isoform 2 of Phosphoglycerate mutase family member 5	Q96HS1-1;Q96HS1;A9LN06;Q96HS1-2	PGAM5_HUMAN	ENSG00000176894	OTTHUMP00000169942;OTTHUMP00000169941	NP_612642	Q96HS1;P08107;Q15047;Q05516;Q15287		PF00300	PGAM	Phosphoglycerate mutase family			GO:0005634;GO:0005737;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044464	nucleus;cytoplasm;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cell part							hsa:192111				12	+	131797509	IPR001345;IPR013078	PG/BPGM_mutase;PG_mutase			PS00175	PG_MUTASE				2	2	2	3	2	2	3	2	2	3	0	2	0	2	0	2	13.1	13.1	13.1	32.004	289		3	1.35E-22	0.49904	0.51413	0.0038511	0.0038511	7.3793	3	1						0	1	0.49904	0.51413	0.012441	0.012441	7.3793	3	1	4477800	1468100	3009700	0	0	0	4477800	1468100	3009700		
263	198;453;694;900;1520;1841;3314			IPI00063673;IPI00552736;IPI00744858;IPI00788829;IPI00790915;IPI00792908;IPI00793565	7;7;6;3;3;1;1	14;14;12;6;6;2;2	14;14;12;6;6;2;2	FALSE	Pre-mRNA-splicing factor ISY1 homolog	ISY1;KIAA1160	Isoform 2 of Pre-mRNA-splicing factor ISY1 homolog;Isoform 3 of Pre-mRNA-splicing factor ISY1 homolog;Isoform 1 of Pre-mRNA-splicing factor ISY1 homolog	Q9ULR0-2;Q9ULR0;Q9ULR0-3;Q9ULR0-1	ISY1_HUMAN	ENSG00000221812	OTTHUMP00000172763;OTTHUMP00000172765;OTTHUMP00000174311;OTTHUMP00000172764	NP_065752		Spliceosome;C complex spliceosome	PF06246	Isy1	Isy1-like splicing family			GO:0005681;GO:0030529;GO:0032991;GO:0044422;GO:0044424;GO:0044428;GO:0044446;GO:0044464	spliceosome;ribonucleoprotein complex;macromolecular complex;organelle part;intracellular part;nuclear part;intracellular organelle part;cell part			GO:0006139;GO:0006396;GO:0006397;GO:0008152;GO:0008380;GO:0009987;GO:0016070;GO:0016071;GO:0034960;GO:0043170;GO:0043283;GO:0044237;GO:0044238;GO:0044260	"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;RNA processing;mRNA processing;metabolic process;RNA splicing;cellular process;RNA metabolic process;mRNA metabolic process;cellular biopolymer metabolic process;macromolecule metabolic process;biopolymer metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process"			hsa:57461							IPR009360	Isy1								7	7	7	11	7	7	11	7	7	11	0	7	0	7	0	7	30	30	30	35.443	307		10	6.72E-06	1.3883	1.3633	0.29272	0.29272	11.129	8	0.0167						0	1	1.3883	1.3633	0.41186	0.41186	11.129	8	0.0167	8325700	4661100	3664600	0	0	0	8325700	4661100	3664600		
264	381;1923;2004;2863;2935;2992;3135;3321			IPI00063729;IPI00471934;IPI00433833;IPI00744510	8;7;5;3	16;14;10;6	16;14;10;6	FALSE	THO complex subunit 3;TEX1 homolog;Putative uncharacterized protein THOC3;THOC3 protein	THOC3	THO complex subunit 3;Uncharacterized protein ENSP00000306791;THOC3 protein	Q96J01;A6NFL0;Q6NZ53	THOC3_HUMAN;A6NFL0_HUMAN;Q6NZ53_HUMAN	ENSG00000051596;ENSG00000170089	OTTHUMP00000161240	NP_115737		Spliceosome;TREX complex	PF00400	WD40	"WD domain, G-beta repeat"			GO:0005634;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044464	nucleus;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cell part	GO:0003676;GO:0003723;GO:0005488	nucleic acid binding;RNA binding;binding	GO:0006139;GO:0006396;GO:0006397;GO:0006810;GO:0008152;GO:0008380;GO:0009987;GO:0015931;GO:0016070;GO:0016071;GO:0034960;GO:0043170;GO:0043283;GO:0044237;GO:0044238;GO:0044260;GO:0050657;GO:0050658;GO:0051028;GO:0051234;GO:0051236	"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;RNA processing;mRNA processing;transport;metabolic process;RNA splicing;cellular process;nucleobase, nucleoside, nucleotide and nucleic acid transport;RNA metabolic process;mRNA metabolic process;cellular biopolymer metabolic process;macromolecule metabolic process;biopolymer metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;nucleic acid transport;RNA transport;mRNA transport;establishment of localization;establishment of RNA localization"			hsa:84321				5	-	175319142	IPR015943;IPR001680;IPR019782;IPR019775;IPR017986;IPR019781	WD40/YVTN_repeat-like;WD40_repeat;WD40_repeat_2;WD40_repeat_CS;WD40_repeat_region;WD40_repeat_sg			PS00678;PS50082;PS50294	WD_REPEATS_1;WD_REPEATS_2;WD_REPEATS_REGION	SM00320	WD40		4	8	8	13	8	8	13	8	8	13	1	8	1	8	1	8	29.1	29.1	29.1	41.582	378	1	8	3.53E-45	0.85439	0.86942	0.23742	0.23742	10.433	8	0.53092						0	1	0.85439	0.86942	0.21567	0.21567	10.433	8	0.53092	9041400	3907800	5133600	0	0	0	9041400	3907800	5133600		
265	49;275;2552;2903;2982	71	64	IPI00879798;IPI00065313;IPI00878968;IPI00748325;IPI00384290	5;5;5;5;3	10;10;10;10;6	10;10;10;10;6	FALSE	Transcription initiation factor TFIID subunit 8;TBP-associated factor 8;Transcription initiation factor TFIID 43 kDa subunit;TBP-associated factor 43 kDa;Protein taube nuss	TAF8;TAFII43;TBN	Isoform 4 of Transcription initiation factor TFIID subunit 8;Isoform 2 of Transcription initiation factor TFIID subunit 8;Isoform 1 of Transcription initiation factor TFIID subunit 8;25 kDa protein;Isoform 3 of Transcription initiation factor TFIID subunit	Q7Z7C8-4;Q7Z7C8;Q7Z7C8-2;Q7Z7C8-1;Q7Z7C8-3	TAF8_HUMAN	ENSG00000137413	OTTHUMP00000016392;OTTHUMP00000016393	NP_612639			PF07524;PF10406	Bromo_TP;TAF8_C	Bromodomain associated;Transcription factor TFIID complex subunit 8 C-term			GO:0005667;GO:0005669;GO:0005737;GO:0032991;GO:0043234;GO:0044422;GO:0044424;GO:0044428;GO:0044446;GO:0044451;GO:0044464	transcription factor complex;transcription factor TFIID complex;cytoplasm;macromolecular complex;protein complex;organelle part;intracellular part;nuclear part;intracellular organelle part;nucleoplasm part;cell part	GO:0003676;GO:0003677;GO:0005488;GO:0005515;GO:0016563;GO:0030528	nucleic acid binding;DNA binding;binding;protein binding;transcription activator activity;transcription regulator activity	GO:0006139;GO:0006350;GO:0006355;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009891;GO:0009893;GO:0009987;GO:0010468;GO:0010556;GO:0010557;GO:0010604;GO:0010628;GO:0019219;GO:0019222;GO:0030154;GO:0031323;GO:0031325;GO:0031326;GO:0031328;GO:0032502;GO:0034645;GO:0034960;GO:0034961;GO:0043170;GO:0043283;GO:0043284;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0045449;GO:0045595;GO:0045598;GO:0045893;GO:0045935;GO:0045941;GO:0048518;GO:0048522;GO:0048869;GO:0050789;GO:0050793;GO:0050794;GO:0051252;GO:0051254;GO:0060255;GO:0065007;GO:0080090	"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;transcription;regulation of transcription, DNA-dependent;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;positive regulation of biosynthetic process;positive regulation of metabolic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;positive regulation of macromolecule biosynthetic process;positive regulation of macromolecule metabolic process;positive regulation of gene expression;regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;regulation of metabolic process;cell differentiation;regulation of cellular metabolic process;positive regulation of cellular metabolic process;regulation of cellular biosynthetic process;positive regulation of cellular biosynthetic process;developmental process;cellular macromolecule biosynthetic process;cellular biopolymer metabolic process;cellular biopolymer biosynthetic process;macromolecule metabolic process;biopolymer metabolic process;biopolymer biosynthetic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;regulation of transcription;regulation of cell differentiation;regulation of fat cell differentiation;positive regulation of transcription, DNA-dependent;positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;positive regulation of transcription;positive regulation of biological process;positive regulation of cellular process;cellular developmental process;regulation of biological process;regulation of developmental process;regulation of cellular process;regulation of RNA metabolic process;positive regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process"			hsa:129685				6	+	42126229	IPR006565;IPR019473	BTP;TFIID_su8_C					SM00576	BTP		5	5	6	10	5	6	10	5	6	10	0	5	0	5	0	5	25.7	25.7	25.7	37.411	338		7	5.88E-46	0.85816	0.9193	0.3059	0.3059	8.9317	7	0.08326						0	1	0.85816	0.9193	0.26362	0.26362	8.9317	7	0.08326	21802000	10027000	11775000	0	0	0	21802000	10027000	11775000		
266	78;143;177;234;297;380;820;830;903;917;1666;1785;2380;2424;2531;2679;2845;2872;3037;3230;3336	72	194	IPI00065515;IPI00878006;IPI00879290;IPI00306794	21;17;16;1	42;34;32;2	42;34;32;2	FALSE	CWF19-like protein 2	CWF19L2	"CWF19-like 2, cell cycle control;Isoform 2 of CWF19-like protein 2;Isoform 3 of CWF19-like protein 2"	Q2TBE0-1;Q2TBE0;A8KAD6;Q6PIV4;Q2TBE0-2;Q2TBE0-3	C19L2_HUMAN	ENSG00000152404		NP_689647			PF04677;PF04676	CwfJ_C_1;CwfJ_C_2	Protein similar to CwfJ C-terminus 1;Protein similar to CwfJ C-terminus 2					GO:0003824	catalytic activity									11	-	106702293	IPR006768;IPR006767	CwfJ_C_1;CwfJ_C_2							Ken box	4	21	22	33	21	22	33	21	22	33	5	20	5	20	5	20	29.8	29.8	29.8	103.79	894	5	26	4.79E-127	1.2565	1.1806	0.40499	0.40499	32.163	31	3.84E-05	1.2342	0.90464	0.31929	0.31929	32.764	5	0.08326	1.3527	1.4751	0.37125	0.37125	30.484	26	4.15E-05	85109000	45407000	39702000	22341000	10203000	12138000	62768000	35204000	27564000		
267	505;506;550;2939			IPI00069734	4	8	8	FALSE	Zinc finger matrin-type protein 2	ZMAT2	Zinc finger matrin-type protein 2	Q96NC0	ZMAT2_HUMAN	ENSG00000146007	OTTHUMP00000159885	NP_653324								GO:0005634;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044464	nucleus;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cell part	GO:0003676;GO:0003677;GO:0005488;GO:0008270;GO:0043167;GO:0043169;GO:0046872;GO:0046914	nucleic acid binding;DNA binding;binding;zinc ion binding;ion binding;cation binding;metal ion binding;transition metal ion binding					hsa:153527				5	+	140060216	IPR015880;IPR003604	Znf_C2H2-like;Znf_U1			PS50171	ZF_MATRIN	SM00355;SM00451	ZnF_C2H2;ZnF_U1		1	4	4	6	4	4	6	4	4	6	0	4	0	4	0	4	14.1	14.1	14.1	23.612	199		6	3.63E-10	1.0254	1.0373	0.47641	0.47641	6.1703	5	1						0	1	1.0254	1.0373	0.38307	0.38307	6.1703	5	1	7533600	3676300	3857300	0	0	0	7533600	3676300	3857300		
